Acid;AcidPH;Base;BasePH;Neutral;NeutralPH
2062.125;3.789740316;1054.125;9.956391342;1536.375;7.006126008
2062.125;3.789740316;1054.125;9.956391342;1536.375;7.006126008
2062.125;3.789740316;1054.125;9.956391342;1536.375;7.006126008
2062.125;3.789740316;1054.125;9.956391342;1536.375;7.006126008
2062.125;3.789740316;1054.125;9.956391342;1536.375;7.006126008
2062.125;3.789740316;1054.125;9.956391342;1536.375;7.006126008
2062.125;3.789740316;1054.125;9.956391342;1536.375;7.006126008
2062.125;3.789740316;1054.125;9.956391342;1536.5625;7.004978937
2062.125;3.789740316;1054.125;9.956391342;1536.5625;7.004978937
2062.125;3.789740316;1054.125;9.956391342;1536.5625;7.004978937
2062.125;3.789740316;1054.125;9.956391342;1536.5625;7.004978937
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.3125;3.788593246;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.3125;3.788593246;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.3125;3.788593246;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.125;3.789740316;1054.125;9.956391342;1536.75;7.003831867
2062.3125;3.788593246;1054.125;9.956391342;1536.75;7.003831867
2062.3125;3.788593246;1054.125;9.956391342;1536.75;7.003831867
2062.3125;3.788593246;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.75;9.958685483;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1053.9375;9.957538413;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
2062.5;3.787446175;1054.125;9.956391342;1536.75;7.003831867
